VIN,predicted price,Stock #,Cab Type,Drivetrain,Rear Wheels,Fuel Type,Transmission,Color,Vehicle Trim
1FTEW1CG9JKC42228,43242.33,J210532N,SuperCrew,4x2,SRW,Gasoline,Automatic,Gray,XLT
1FTEW1CFXFKF23176,43242.33,J210280A,SuperCrew,4x2,SRW,Gasoline,Automatic,Magnetic Metallic,XLT
1FTEW1C57LKD26839,43242.33,JR42641,SuperCrew,4x2,SRW,Gasoline,Automatic,White,XLT
1FTFW1RG8JFD86695,44075.67,J210230A,SuperCrew,4x4,SRW,Gasoline,Automatic,Silver,Raptor
1FTEW1E50LFA98169,43242.33,JR42649,SuperCrew,4x4,SRW,Gasoline,Automatic,Blue Jeans Metallic,XLT
1FTER4FH7KLA44515,31808.83,J210289A,SuperCrew,4x4,SRW,Gasoline,Automatic,Shadow Black,LARIAT
1FTEW1CP9KKE07406,43242.33,J210187A,SuperCrew,4x2,SRW,Gasoline,Automatic,Magnetic Metallic,XLT
1FTEW1CG6GFA14379,44075.67,J210325A,SuperCrew,4x2,SRW,Gasoline,Automatic,Ruby Red Metallic Tinted Clearcoat,Platinum
1FTEW1C43KKD75039,43242.33,J210306A,SuperCrew,4x2,SRW,Gasoline,Automatic,White,XLT
1FTEW1CP9KKC87199,32608.83,J210311A,SuperCrew,4x2,SRW,Gasoline,Automatic,Blue Jeans Metallic,LARIAT
1FTFW1CT3EFC34500,44075.67,JH10194B,SuperCrew,4x2,SRW,Gasoline,Automatic,Ruby Red Metallic Tinted Clearcoat,Platinum
1FTEW1CP6JKF05114,43242.33,J200935B,SuperCrew,4x2,SRW,Gasoline,Automatic,Stone Gray,XL
1FT7W2B60JED06145,39452.0,J210383A,Crew,4x4,SRW,Gasoline,Automatic,Blue Jeans Metallic,King Ranch
1FTEW1CG7GKE03930,43242.33,JD10116B,SuperCrew,4x2,SRW,Gasoline,Automatic,White,XLT
1FT7W2B64FEC97926,44763.67,J210335B,Crew,4x4,SRW,Gasoline,Automatic,Gray,Lariat
1C6RR6FG3MS530825,33315.0,D221553,Quad,4x2,SRW,Gasoline,Automatic,Bright White Clearcoat,Tradesman
1FTEW1EG0KFA63275,43180.83,KFA63275,SuperCrew,4x4,SRW,Gasoline,Automatic,AGATE BLACK,Limited
1FT7W2BT6JEB35309,46374.5,PF209,Crew,4x4,SRW,Diesel,TorqShift 6-Speed Automatic,White,LARIAT
1FT7W2B66HEB83011,43301.83,PF219,Crew,4x4,SRW,Flex Fuel,6-Speed Automatic,White,XLT
1FT8W3BT6HEB68914,46374.5,PF216,Crew,4x4,SRW,Diesel,TorqShift 6-Speed Automatic,White,Lariat
1FT7W2BT7GEB74841,46374.5,PF211,Crew,4x4,SRW,Diesel,TorqShift 6-Speed Automatic with Overdrive,White,Lariat
1GCPYFED0MZ141769,41068.33,FT21046A,Crew,4x4,SRW,Gasoline,10-Speed Automatic,Gray,LT Trail Boss
1FT7W2BT2GEA63937,46374.5,PF217,Crew,4x4,SRW,Diesel,TorqShift 6-Speed Automatic with Overdrive,Gray,Lariat
3GCPCREC8HG283025,43301.83,PF236,Crew,4x2,SRW,Flex Fuel,6-Speed Automatic Electronic with Overdrive,Black,LT
3C6JR6AG1MG551538,44075.67,JT211671,Regular,4x2,SRW,Gasoline,8-Speed Automatic,White,Tradesman
1C6SRFFT1MN694958,39452.0,JT21210,Crew,4x4,SRW,Gasoline,8-Speed Automatic,White,Big Horn/Lone Star
1FTEW1EG2FKE97338,48168.5,PF239,SuperCrew,4x4,SRW,Gasoline,6-Speed Automatic Electronic,Silver,Lariat
1C6SRFU92MN684852,43301.83,JT21208,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Silver,TRX
1FTFW1ET4BFC19190,44075.67,FT210671A,Super,4x4,SRW,Gasoline,6-Speed Automatic Electronic,Blue,XLT
1C6SRFFT6MN670820,39452.0,JT21202,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Blue,Big Horn/Lone Star
1C6SRFFT5MN669318,39452.0,JT21207,Crew,4x4,SRW,Gasoline,8-Speed Automatic,White,Big Horn/Lone Star
1GC4K0C85FF582809,52811.67,21T0305A,Crew,4x4,SRW,Diesel,6-Speed A/T,Silver Ice Metallic,LTZ
1GCRCREC8GZ143984,33785.33,21T0383A,Double,4x2,SRW,Gasoline,6-Speed A/T,Summit White,LT
3GTP1UEC1FG380587,43301.83,158268,Crew,4x2,SRW,Flex Fuel,6-Speed Automatic Electronic with Overdrive,Brown,SLE
3C6UR5KL6GG199340,52811.67,168244,Crew,4x4,SRW,Diesel,6-Speed Automatic,White,Laramie
3C6UR5SL5LG143299,52811.67,208265,Crew,4x4,SRW,Diesel,6-Speed Automatic,White,Limited
1C6RR7NM1HS882109,52811.67,178218,Crew,4x4,SRW,Diesel,8-Speed Automatic,White,Laramie
1C6RR7GG2MS527547,43242.33,R06177,Quad,4x4,SRW,Gasoline,8-Speed Automatic 850RE Transmission,Granite Crystal,WARLOCK QUAD CAB 4X4 6'4 BOX
1FTEX1EPXMFA53773,43242.33,MFA53773,Super,4x4,SRW,Gasoline,Automatic,Velocity Blue Metallic,XL
1FTEX1CP4MFA03521,43242.33,MFA03521,Super,4x2,SRW,Gasoline,Automatic,Oxford White,XL
1FTER1EH2LLA94756,43242.33,LLA94756,Super,4x2,SRW,Gasoline,Automatic,Shadow Black,XLT
1FT7W2BN6MEC62115,39452.0,MEC62115,Crew,4x4,SRW,Gasoline,Automatic,Agate Black Metallic,LARIAT
1FTFX1E58MFB10331,35381.17,MFB10331,Super,4x4,SRW,Gasoline,Automatic,Stone Gray,LARIAT
1FTFW1E58MFA53390,43242.33,MFA53390,SuperCrew,4x4,SRW,Gasoline,Automatic,Carbonized Gray Metallic,XLT
1FTFW1ED3MFA84232,43180.83,MFA84232,SuperCrew,4x4,SRW,Gasoline,Automatic,Agate Black Metallic,Limited
1FTER1EH8LLA86192,43242.33,LLA86192,Super,4x2,SRW,Gasoline,Automatic,Lightning Blue Metallic,XLT
1FT8W2BT2MEC08166,42552.67,MEC08166,Crew,4x4,SRW,Diesel,Automatic,Star White Metallic Tri-Coat,Platinum
1FTER4FH7MLD24051,31808.83,MLD24051,SuperCrew,4x4,SRW,Gasoline,Automatic,Carbonized Gray Metallic,LARIAT
1FTFW1E82MFA53394,43242.33,MFA53394,SuperCrew,4x4,SRW,Gasoline,Automatic,Antimatter Blue Metallic,XLT
1FTEW1CP9MFA03520,43242.33,MFA03520,SuperCrew,4x2,SRW,Gasoline,Automatic,Carbonized Gray Metallic,XL
1FT8W2BT0MEC62114,52811.67,MEC62114,Crew,4x4,SRW,Diesel,Automatic,Carbonized Gray Metallic,XLT
1FT8W2BT1MEC49257,52811.67,MEC49257,Crew,4x4,SRW,Diesel,Automatic,Carbonized Gray Metallic,XLT
1FTFW1E8XMKD33734,43242.33,MKD33734,SuperCrew,4x4,SRW,Gasoline,Automatic,Antimatter Blue Metallic,XLT
1FTFW1E54MFA91294,43242.33,MFA91294,SuperCrew,4x4,SRW,Gasoline,Automatic,Oxford White,XLT
1FT7W2BT4LEE62889,44219.33,LEE62889,Crew,4x4,SRW,Diesel,Automatic,Magnetic,Lariat
1FTFW1E81MKD17910,43242.33,MKD17910,SuperCrew,4x4,SRW,Gasoline,Automatic,Carbonized Gray Metallic,XLT
1FTFW1E86MFA33777,43180.83,MFA33777,SuperCrew,4x4,SRW,Gasoline,Automatic,Rapid Red Metallic Tinted Clearcoat,Lariat
1FT7X2A62MEC32116,43242.33,MEC32116,Super,4x2,SRW,Gasoline,Automatic,Oxford White,XL
1FTFW1E85MFA33690,43242.33,MFA33690,SuperCrew,4x4,SRW,Gasoline,Automatic,Velocity Blue Metallic,XLT
1FTFW1E81MKD22993,31808.83,MKD22993,SuperCrew,4x4,SRW,Gasoline,Automatic,Guard Metallic,LARIAT
1FTFW1E88MKD01820,43242.33,MKD01820,SuperCrew,4x4,SRW,Gasoline,Automatic,Space White Metallic,XLT
1FTFW1E83MFA33753,43180.83,MFA33753,SuperCrew,4x4,SRW,Gasoline,Automatic,Carbonized Gray Metallic,Lariat
1FTFW1E87MFA53472,31808.83,MFA53472,SuperCrew,4x4,SRW,Gasoline,Automatic,Agate Black Metallic,LARIAT
1FTFW1E80MKD17820,43242.33,MKD17820,SuperCrew,4x4,SRW,Gasoline,Automatic,Space White Metallic,XLT
1FTFW1E84MFA53395,31808.83,MFA53395,SuperCrew,4x4,SRW,Gasoline,Automatic,Agate Black Metallic,King Ranch
1FTER4EH5LLA95658,32608.83,LLA95658,SuperCrew,4x2,SRW,Gasoline,Automatic,Magnetic Metallic,LARIAT
1FTER1FH7MLD05854,43242.33,MLD05854,Super,4x4,SRW,Gasoline,Automatic,Cyber Orange Metallic Tricoat,XLT
3GCUYEED1MG189245,44522.67,C02460,Crew,4x4,SRW,Gasoline,Automatic,Satin Steel Metallic,RST
3GCUYEET3MG224035,42552.67,C02490,Crew,4x4,SRW,Diesel,Automatic,Summit White,RST
3GCUYEED8MG186424,44522.67,C02461,Crew,4x4,SRW,Gasoline,Automatic,Summit White,RST
3GCPCSEA4CG159946,43181.17,C4491,Crew,4x2,SRW,Flex Fuel,Automatic,Summit White,LT
3GCUKREC7JG388604,42379.5,C96319,Crew,4x4,SRW,Gasoline,Automatic,Deep Ocean Blue Metallic,LT
1GC4YPEY5MF147337,46374.5,C02453,Crew,4x4,SRW,Diesel,Automatic,Summit White,LTZ
1GCPYCEF7MZ254800,39452.0,C02537,Crew,4x4,SRW,Gasoline,Automatic,Summit White,Custom Trail Boss
3GCPWBEK3MG270117,39452.0,C02540,Crew,4x2,SRW,Gasoline,Automatic,Black,Custom
3GCUYEET2MG258676,42552.67,C02508,Crew,4x4,SRW,Diesel,Automatic,Northsky Blue Metallic,RST
3GCUYEET8MG256267,42552.67,C02509,Crew,4x4,SRW,Diesel,Automatic,Satin Steel Metallic,RST
3GCPWDET9MG260258,42552.67,C02510,Crew,4x2,SRW,Diesel,Automatic,Silver Ice Metallic,RST
1GC5WLE79MF214970,33785.33,C02539,Double,4x2,SRW,Gasoline,Automatic,Summit White,Work Truck
3GCPWBEK4MG273009,39452.0,C02541,Crew,4x2,SRW,Gasoline,Automatic,Summit White,Custom
1FTEW1EP5MKD17847,51523.83,F24982,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,White,XL
1FTER4FH9MLD10748,51523.83,F25192,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Red,XLT
1FTFW1E8XMKD08512,51523.83,F25140,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Silver,XLT
1FTEW1CP7MFA53414,47794.33,F25043,SuperCrew,4x2,SRW,Gasoline,10-Speed Automatic,White,XL
1FTER1FH1MLD24058,48805.17,F25209,Super,4x4,SRW,Gasoline,10-Speed Automatic,Blue,XLT
1FTER4FH8MLD18274,51523.83,F25121,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Silver,XLT
1FTER4EH8MLD10693,47794.33,F25128,SuperCrew,4x2,SRW,Gasoline,10-Speed Automatic,Blue,XL
1FTER4EH1MLD03746,47794.33,F25049,SuperCrew,4x2,SRW,Gasoline,10-Speed Automatic,Silver,XLT
1FTFW1E82MKD73614,57883.33,F25267,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Gray,Lariat
1FTER4EH5MLD10733,47794.33,F25219,SuperCrew,4x2,SRW,Gasoline,10-Speed Automatic,Gray,XLT
1FT7W2BT8MEC54189,43723.33,F25115,Crew,4x4,SRW,Diesel,10-Speed Automatic,Blue,Lariat
1FTEX1CP6MFB28942,42642.33,F25229,Super,4x2,SRW,Gasoline,10-Speed Automatic,White,XL
1FTEX1CP2MKD23010,42642.33,F25063,Super,4x2,SRW,Gasoline,10-Speed Automatic,Gray,XL
1FTEW1CP5MFA91255,47794.33,F25143,SuperCrew,4x2,SRW,Gasoline,10-Speed Automatic,Silver,XL
1FTER4FH9MLD25816,57883.33,F25234,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Black,Lariat
1FTEW1EP5MFA61394,51523.83,F25208,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Gray,XL
1FTER4EHXMLD03745,47794.33,F25052,SuperCrew,4x2,SRW,Gasoline,10-Speed Automatic,White,XL
1FTFW1ED1MFB28941,51523.83,F25265,SuperCrew,4x4,SRW,Hybrid,10-Speed Automatic,Gray,Lariat
1FTFW1E84MKD08506,51523.83,F25243,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,White,XL
1FTER4EH9MLD24117,47794.33,F25247,SuperCrew,4x2,SRW,Gasoline,10-Speed Automatic,Silver,XLT
1FT7W2BTXMEC21954,43723.33,F25194,Crew,4x4,SRW,Diesel,10-Speed Automatic,Blue,XLT
1FTFW1E8XMFA28338,57883.33,F25244,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Red,Lariat
1FT7W2BT0MEC91110,43723.33,F25280,Crew,4x4,SRW,Diesel,10-Speed Automatic,Gray,Limited
1GCUKSEC2FF198726,51303.33,W12157,Crew,4x4,SRW,Gasoline,6-Speed Automatic Electronic with Overdrive,Gray,LTZ
1GCRYEED8MZ245848,51607.5,M0348,Double,4x4,SRW,Gasoline,Automatic,Satin Steel Metallic,RST
3GCPWCED8MG188729,42379.5,M0302,Crew,4x2,SRW,Gasoline,Automatic,Summit White,LT
1GC4YTEYXMF211476,46374.5,M0372,Crew,4x4,SRW,Diesel,Automatic,Silver Ice Metallic,LT
1FTEW1CP1GKD01880,44075.67,14661C,SuperCrew,4x2,SRW,Gasoline,6-Speed Automatic w/OD,Oxford White,XL
1C6RR7KG8ES109468,43301.83,T67606,Crew,4x4,SRW,Gasoline,8-Speed Automatic w/OD,Deep Cherry Red Crystal Pearlcoat,Tradesman
3GCPWCED9MG228896,42379.5,M0278,Crew,4x2,SRW,Gasoline,Automatic,Summit White,LT
3GCUYGED1MG204631,44763.67,M0241,Crew,4x4,SRW,Gasoline,Automatic,Black,LTZ
3GCPWCED3MG137056,42379.5,M0189,Crew,4x2,SRW,Gasoline,Automatic,Summit White,LT
3GCUYDED5LG354352,51303.33,14746CC,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Shadow Gray Metallic,LT
3GCPWCED6LG119228,38053.17,14697CC,Crew,4x2,SRW,Gasoline,8-Speed Automatic,Northsky Blue Metallic,LT
3GCUYEED4MG270790,44522.67,M0404,Crew,4x4,SRW,Gasoline,Automatic,Northsky Blue Metallic,RST
3GCPYBEK8MG261746,39452.0,M0398,Crew,4x4,SRW,Gasoline,Automatic,Cherry Red Tintcoat,Custom
1GC5YNEY4MF214745,38053.17,M0374,Double,4x4,SRW,Diesel,Automatic,Silver Ice Metallic,LT
3GCPWBEK4MG268389,39452.0,M0394,Crew,4x2,SRW,Gasoline,Automatic,Red Hot,Custom
3GCPYBEK2MG266960,39452.0,M0396,Crew,4x4,SRW,Gasoline,Automatic,Black,Custom
3GCUYDED9MG264865,42379.5,M0399,Crew,4x4,SRW,Gasoline,Automatic,Red Hot,LT
3C6RR6KT6GG158332,39452.0,14756C,Crew,4x2,SRW,Gasoline,8-Speed Automatic w/OD,Brilliant Black Crystal Pearlcoat,Express
3GCUYEED7MG266541,44522.67,M0401,Crew,4x4,SRW,Gasoline,Automatic,Summit White,RST
3GCUYEED9MG262393,44522.67,M0402,Crew,4x4,SRW,Gasoline,Automatic,Cherry Red Tintcoat,RST
3GCUYHED0MG270500,39452.0,M0403,Crew,4x4,SRW,Gasoline,Automatic,Cherry Red Tintcoat,High Country
3GCPYBEK7MG268672,39452.0,M0397,Crew,4x4,SRW,Gasoline,Automatic,Northsky Blue Metallic,Custom
1GC5YLEY4MF190502,43723.33,C41315,Double,4x4,SRW,Diesel,10-Speed Automatic,Summit White,Work Truck
1GC5YLEY7MF190557,43723.33,C41316,Double,4x4,SRW,Diesel,10-Speed Automatic,Summit White,Work Truck
1GCUYDED7MZ266016,51303.33,C41427,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Shadow Gray Metallic,LT
3GCUYEED7MG265552,43301.83,C41420,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Iridescent Pearl Tricoat,RST
3GCUYHET6MG204055,43723.33,C41239,Crew,4x4,SRW,Diesel,10-Speed Automatic,Satin Steel Metallic,High Country
3GCUYEED1MG267586,43301.83,C41418,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Satin Steel Metallic,RST
3GCUYDED5MG265687,51303.33,C41437,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Black,LT
3GCUYDED9MG152907,51303.33,C41142,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Northsky Blue Metallic,LT
1GC4YTEY8MF230320,43723.33,C41433,Crew,4x4,SRW,Diesel,10-Speed Automatic,Northsky Blue Metallic,LT
3GCUYEEL9MG265978,41068.33,C41421,Crew,4x4,SRW,Gasoline,10-Speed Automatic,Mosaic Black Metallic,RST
1GCGTCEN0L1173480,42333.67,XFWV4R,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Summit White,4WD LT
3GCPYFEL7MG155773,41068.33,XXQRCW,Crew,4x4,SRW,Gasoline,10-Speed Automatic,Northsky Blue Metallic,LT Trail Boss
3GCPYBEK2MG283631,42379.5,C41257,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Black,Custom
3GCUYEED6MG261279,43301.83,C41422,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Satin Steel Metallic,RST
1GNFK23009R236630,43181.17,21-0759A,Crew,4x4,SRW,Flex Fuel,Automatic,Summit White,LT w/1LT
3GCNWAEF5LG266606,44075.67,P15991,Regular,4x2,SRW,Gasoline,Automatic,Summit White,Work Truck
1C6RR7YT0HS728462,44718.0,P15983,Crew,4x4,SRW,Gasoline,Automatic,Bright White Clearcoat,Rebel
3C6UR5DL6JG411884,41239.17,DBCS322,Crew,4x4,SRW,Diesel,Automatic,True Blue Pearlcoat,Lone Star
1C6RR7GT8FS504192,34633.33,P15990,Quad,4x4,SRW,Gasoline,Automatic,Bright White Clearcoat,Big Horn
1GNEK13T76J103406,42379.5,20-1466A,Crew,4x4,SRW,Gasoline,Automatic,Summit White,LS
1GC1KVE85FF589286,46374.5,P15981,Crew,4x4,SRW,Diesel,Automatic,Summit White,LT
3C6UR5JL1KG666481,46374.5,46858,Crew,4x4,SRW,Diesel,Automatic,Bright White,Big Horn
3C6UR5JL1KG519674,46374.5,46856,Crew,4x4,SRW,Diesel,Automatic,Bright White,Big Horn
1C6RR7LG6JS135219,39452.0,46867,Crew,4x4,SRW,Gasoline,Automatic,Granite Crystal,Big Horn
1C6RR7TT8KS714324,40387.17,46853,Crew,4x4,SRW,Gasoline,Automatic,Bright White,SLT
3C6UR5FL4GG347317,46374.5,46866,Crew,4x4,SRW,Diesel,Automatic,Maximum Steel,Laramie
3GTU2LEC3GG361616,43301.83,46817,Crew,4x4,SRW,Gasoline,Automatic,Summit White,Work Truck
1C6RR7NM3FS579202,46374.5,46809,Crew,4x4,SRW,Diesel,Automatic,Granite Crystal,Laramie
3C6UR5JL7KG680126,46374.5,46857,Crew,4x4,SRW,Diesel,Automatic,Bright White,Big Horn
3C6UR5JLXFG509814,47720.83,46861,Crew,4x4,SRW,Diesel,Automatic,Granite Crystal,SLT
1FTER4FH8LLA74723,51523.83,F14474L,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Silver,XLT
1FTER1EH2LLA77407,42642.33,F14453L,Super,4x2,SRW,Gasoline,10-Speed Automatic,White,XL
1FT8W3BT8HEE32697,52811.67,527081,Crew,4x4,SRW,Diesel,Automatic,Magnetic Metallic,XLT
1FT7X2B63DEA34384,43242.33,527072,Super,4x4,SRW,Gasoline,Automatic,Oxford White,XL
1GCPWCED4LZ155631,38053.17,U3885,Crew,4x2,SRW,Gasoline,8-Speed Automatic,Silver Ice Metallic,LT
3GTP1NEC7HG448139,37571.83,3200750A,Crew,4x2,SRW,Gasoline,Automatic,Summit White,SLT
1C6RR7TT5KS655054,43301.83,U3855,Crew,4x4,SRW,Gasoline,8-Speed A/T,Silver,SLT
3GTU9DET3LG265545,43299.17,3210251A,Crew,4x4,SRW,Diesel,10-Speed A/T,White Frost Tricoat,SLT
1GC1KUEY6KF150215,52811.67,3210291A,Crew,4x4,SRW,Diesel,6-Speed A/T,Summit White,High Country
1GCRCREC8JZ284027,33785.33,U3768A,Double,4x2,SRW,Gasoline,6-Speed A/T,Summit White,LT
1FTEW1EG8GFA18253,48805.17,3210356A,SuperCrew,4x4,SRW,Gasoline,6-Speed A/T,Oxford White,XLT
1FTEW1E49LFA26877,51523.83,U3797,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Abyss Gray Metallic,XLT
3GTU2NER6JG404143,46452.17,3210345A,Crew,4x4,SRW,Electric,8-Speed Automatic,Summit White,SLT
1GTG5CEN2L1137221,35983.67,3200752A,Crew,4x2,SRW,Gasoline,8-Speed Automatic,Summit White,2WD SLE
1GCRWCED3LZ137999,33785.33,U3884,Double,4x2,SRW,Gasoline,8-Speed Automatic,Summit White,LT
3GCUKSEC6HG118605,51303.33,3210199A,Crew,4x4,SRW,Gasoline,8-Speed A/T,Red Hot,LTZ
1FTEW1CB7KKD75091,44075.67,U3795,SuperCrew,4x2,SRW,Flex Fuel,6-Speed Automatic Electroni,Oxford White,XLT
1GTR2VE38BZ425725,46673.0,U3945,Extended,4x4,SRW,Flex Fuel,6-Speed Automatic,Stealth Gray Metallic,SLE
1GC4YVEY2MF192322,43723.33,12693,Crew,4x4,SRW,Diesel,10-Speed Automatic,Silver,High Country
3GCUYEEL4MG168249,41068.33,CF12598,Crew,4x4,SRW,Gasoline,10-Speed Automatic,Black,RST
3GCUYEETXMG258019,43723.33,12706,Crew,4x4,SRW,Diesel,10-Speed Automatic,White,RST
1GCPYFEL0MZ275527,41068.33,12788,Crew,4x4,SRW,Gasoline,10-Speed Automatic,Blue,LT Trail Boss
1GC4WNE74LF163884,38053.17,P6030,Crew,4x2,SRW,Gasoline,6-Speed Automatic,White,LT
1GCUYEED0MZ206942,43301.83,12571,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Gray,RST
3GCUYEED2LG396919,43301.83,12237,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Silver,RST
1GCPYFED0MZ279196,41068.33,12786,Crew,4x4,SRW,Gasoline,10-Speed Automatic,Gray,LT Trail Boss
3GCUYEED9MG278965,43301.83,12755,Crew,4x4,SRW,Gasoline,8-Speed Automatic,White,RST
3GCNWAEK2MG274564,44075.67,12758,Regular,4x2,SRW,Gasoline,8-Speed Automatic,White,WT
3GCPWBEK1MG267250,42379.5,12762,Crew,4x2,SRW,Gasoline,8-Speed Automatic,White,Custom
3GCUYGEL5MG225151,41068.33,12628,Crew,4x4,SRW,Gasoline,10-Speed Automatic,Gray,LTZ
1GCPYFED8MZ284467,41068.33,12796,Crew,4x4,SRW,Gasoline,10-Speed Automatic,Red,LT Trail Boss
3GCPYBEKXMG259657,42379.5,12765,Crew,4x4,SRW,Gasoline,8-Speed Automatic,White,Custom
3GCPWBEK2MG278662,42379.5,12764,Crew,4x2,SRW,Gasoline,8-Speed Automatic,White,Custom
1FT7W2BT9HEE25151,47720.83,P6013,Crew,4x4,SRW,Diesel,TorqShift 6-Speed Automatic,White,XL
3C63R3EL4JG229129,52811.67,12625A,Crew,4x4,SRW,Diesel,6-Speed Automatic,Silver,Laramie
1GC1KWEG8GF142594,51303.33,12526A,Crew,4x4,SRW,Flex Fuel,6-Speed Automatic HD Electronic with Overdrive,Gray,LTZ
1GC1KUEY1HF216744,52811.67,P6023,Crew,4x4,SRW,Diesel,Allison 1000 6-Speed Automatic,White,Work Truck
1GCHSBEN5M1218335,33785.33,12728,Extended,4x2,SRW,Gasoline,8-Speed Automatic,White,Work Truck
1GC4YUEY5MF225758,43723.33,12789,Crew,4x4,SRW,Diesel,10-Speed Automatic,Black,LTZ
1GCPYCEF7MZ268566,51607.5,12761,Crew,4x4,SRW,Gasoline,6-Speed Automatic Electronic with Overdrive,Black,Custom Trail Boss
1GCPYFED0MZ284320,41068.33,12797,Crew,4x4,SRW,Gasoline,10-Speed Automatic,Red,LT Trail Boss
3GCPWBEK2MG278113,42379.5,12763,Crew,4x2,SRW,Gasoline,8-Speed Automatic,Black,Custom
3GCPWAEF9MG188115,43301.83,12523,Crew,4x2,SRW,Gasoline,6-Speed Automatic Electronic with Overdrive,White,WT
3GCNWAEK7MG270560,44075.67,12757,Regular,4x2,SRW,Gasoline,8-Speed Automatic,White,WT
1GCUYGETXMZ267315,43723.33,12759,Crew,4x4,SRW,Diesel,10-Speed Automatic,Gray,LTZ
3GTP8FED7LG183032,44763.67,P6036,Crew,4x2,SRW,Gasoline,8-Speed Automatic,Black,Denali
3GCUYEED1MG278815,43301.83,12756,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Gray,RST
1GCPYFED3MZ279287,41068.33,12791,Crew,4x4,SRW,Gasoline,10-Speed Automatic,Black,LT Trail Boss
3GCPYBEK4MG279015,42379.5,12766,Crew,4x4,SRW,Gasoline,8-Speed Automatic,White,Custom
3GCPYBEK6MG283602,42379.5,12812,Crew,4x4,SRW,Gasoline,8-Speed Automatic,White,Custom
3GCPYFED3MG297532,41068.33,12813,Crew,4x4,SRW,Gasoline,10-Speed Automatic,Black,LT Trail Boss
1GCPYCEF7MZ291734,51607.5,12811,Crew,4x4,SRW,Gasoline,6-Speed Automatic Electronic with Overdrive,Black,Custom Trail Boss
1GCRWAEFXLZ177390,33785.33,DR11721,Double,4x2,SRW,Gasoline,6-Speed Automatic Electronic with Overdrive,White,WT
1GC4YREY6LF157353,43723.33,P6042,Crew,4x4,SRW,Diesel,10-Speed Automatic,Brown,High Country
1GCPYFED1MZ231884,41068.33,P6043,Crew,4x4,SRW,Gasoline,10-Speed Automatic,White,LT Trail Boss
3GCUYEED7MG280987,43301.83,12815,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Silver,RST
1GT12SEY5KF231405,46374.5,P6034,Crew,4x4,SRW,Diesel,Allison 1000 6-Speed Automatic,White,Denali
3GCUYEED3MG283059,43301.83,12814,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Black,RST
1FTEW1EP0KKE39206,51523.83,12794A,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Gray,XL
3GCUYEED4LG381791,43301.83,DR12146,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Silver,RST
1GCPYFEL2MZ254615,41068.33,21C0369,Crew,4x4,SRW,Gasoline,10-Speed Automatic,Black,LT Trail Boss
1GCPYFED3MZ254308,41068.33,21C0370,Crew,4x4,SRW,Gasoline,10-Speed Automatic,Black,LT Trail Boss
1GCPYFEL0MZ255827,41068.33,21C0368,Crew,4x4,SRW,Gasoline,10-Speed Automatic,White,LT Trail Boss
3GCPYBEK1MG267629,42379.5,21C0374,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Gray,Custom
3GCPYBEK4MG267124,42379.5,21C0377,Crew,4x4,SRW,Gasoline,8-Speed Automatic,White,Custom
3GCPYBEK0MG279304,42379.5,21C0375,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Black,Custom
3GCPYFEDXMG271882,41068.33,21C0378,Crew,4x4,SRW,Gasoline,10-Speed Automatic,Blue,LT Trail Boss
3GCPYBEK0MG264124,42379.5,21C0373,Crew,4x4,SRW,Gasoline,8-Speed Automatic,White,Custom
3GCPYBEK1MG279022,42379.5,21C0376,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Gray,Custom
1FT8W3BT6HEB68914,44219.33,PF216,Crew,4x4,SRW,Diesel,Automatic,White,Lariat
1FT7W2BT6JEB35309,46374.5,PF209,Crew,4x4,SRW,Diesel,Automatic,White Platinum Metallic Tri-Coat,LARIAT
