VIN,price,Stock #,Mileage,Cab Type,Drivetrain,Fuel Type,Transmission,Color,Vehicle Trim,Rear Wheels,Cab-to-Axle
1FT8W3BT5KED88648,Call for Pricing,PD7638,30523,Crew,4x4,Diesel,Automatic,PURPLE METALLIC,,SRW,56
1C6RR7GM5GS378951,Call for Pricing,PD7650,42692,Quad,4x4,Diesel,Automatic,BLACK,SLT,SRW,
1FT8W3B60KEE46692,Call for Pricing,PD7661,28935,Crew,4x4,Gasoline,Automatic,White,,SRW,56
1FTEW1EP5MKD70077,Call for Pricing,FD70077,,SuperCrew,4x4,Gasoline,10-Speed Automatic,Red,XLT,SRW,
3TMGZ5AN9KM216375,42949.0,11464B,17125,,4x4,Gasoline,,BLACK,,,
1GTU9FEL0KZ108839,60949.0,40540A,27312,Crew,4x4,Gasoline,Automatic,BLACK,Denali,SRW,33
1FTFW1E85MKD70075,Call for Pricing,FD70075,,SuperCrew,4x4,Gasoline,10-Speed Automatic,Gray,Lariat,SRW,
1GC1KXEY3HF176135,Call for Pricing,PD7617,75648,Crew,4x4,Diesel,Automatic,Gray,High Country,SRW,42
1GC1KUEY2KF144394,69949.0,40523A,28701,Crew,4x4,Diesel,Automatic,BLACK,High Country,SRW,42
1GCGTEEN2K1262784,50999.0,PM7653,13770,Crew,4x4,Gasoline,Automatic,White,4WD ZR2,SRW,24
5TFDW5F14AX155110,25999.0,40536B,114213,Crew,4x4,Flex Fuel,Automatic,,SR5,,
1C6RR7JT5ES289359,Call for Pricing,PD7639,76899,Quad,4x4,Gasoline,Automatic,Blue,Laramie,SRW,
1FT8W3BN8LED28060,Call for Pricing,PD7660,9977,Crew,4x4,Gasoline,Automatic,Silver,,SRW,56
1FT7W2B63KED29565,54423.0,D29565,22534,Crew,4x4,Flex Fuel,6-Speed Automatic,White,XLT,SRW,56
1FTFW1EDXMFA61658,Call for Pricing,FA61658H,,SuperCrew,4x4,Hybrid,10-Speed Automatic,White,Platinum,SRW,
1FT8W3BT8KEF43998,Call for Pricing,PD7657,61278,Crew,4x4,Diesel,Automatic,BLACK,,SRW,56
1FTEW1CG0GKE56520,32893.0,E56520,57141,SuperCrew,4x2,Gasoline,6-Speed Automatic Electronic,Silver,Lariat,SRW,
1FTFW1E84MFA09235,Call for Pricing,FA09235,,SuperCrew,4x4,Gasoline,10-Speed Automatic,Silver,Lariat,SRW,
1FTFW1E87MKD70076,Call for Pricing,FD70076,,SuperCrew,4x4,Gasoline,10-Speed Automatic,Silver,Lariat,SRW,
3TMCZ5ANXKM241865,39999.0,40538A,13601,Double,4x4,Gasoline,,Blue,SR5,,
1C6SRFJTXMN674814,66065.0,R2380,,Crew,4x4,Gasoline,8-Speed Automatic 8HP75 Transmission,Bright White,LARAMIE CREW CAB 4X4 5'7 BOX,SRW,
1N6AD0EV4JN732615,26995.0,LF20010B,38528,Crew,4x4,Gasoline,Automatic,Lava Red,SV,,
1C6SRFBT3MN687788,42570.0,R3017,,Quad,4x4,Gasoline,8-Speed Automatic 8HP75 Transmission,Maximum Steel,BIG HORN QUAD CAB 4X4 6'4 BOX,SRW,
1FTFW1E8XMKD18456,50581.0,LF21019,,SuperCrew,4x4,Gasoline,Automatic,Guard,XLT,SRW,
1FTEW1E49LFA26278,40726.0,R0028,31682,SuperCrew,4x4,Gasoline,Automatic,Abyss Gray Meta,Base,SRW,
1FTFW1E8XMFA71125,50699.0,LF21029,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,XLT,SRW,
1FTER4FH9MLD24410,37835.0,LF21077,,SuperCrew,4x4,Gasoline,Automatic,Orange,XLT,SRW,
1C6RR7LTXMS507632,45550.0,R3018,,Crew,4x4,Gasoline,8-Speed Automatic 8HP70 Transmission,Hydro Blue Pearlcoat,WARLOCK CREW CAB 4X4 5'7 BOX,SRW,
1C6RR7GG5HS709605,Call for Pricing,D1248A,51373,Quad,4x4,Gasoline,Automatic,True Blue Pearlcoat,SLT,SRW,
3C63RRJL6LG300357,83205.0,R2320,,Crew,4x4,Diesel,AISIN 6-Speed Automatic Transmission,Delmonico Red Pearlcoat,LARAMIE CREW CAB 4X4 8' BOX,DRW,
1C6RR7FG2MS507820,37810.0,R2328,,Quad,4x4,Gasoline,8-Speed Automatic 850RE Transmission,Bright White,TRADESMAN QUAD CAB 4X4 6'4 BOX,SRW,
1D7HW48N66S609749,Call for Pricing,B4240A,171690,Quad,4x4,Gasoline,,,SLT,,
1C6SRFJT3MN517321,62605.0,R2282,,Crew,4x4,Gasoline,8-Speed Automatic 8HP75 Transmission,Bright White,LARAMIE CREW CAB 4X4 5'7 BOX,SRW,
1C6RR7LTXLS143274,Call for Pricing,B4241,4350,Crew,4x4,Gasoline,Automatic,Granite Crystal Metallic Clearcoat,SLT,SRW,
3TMMU4FN2EM063248,Call for Pricing,R2381B,48858,Double,4x4,Gasoline,Automatic,,,,
1FTEW1E58LFA23249,39995.0,R0030,34662,SuperCrew,4x4,Flex Fuel,Automatic,Oxford White,Base,SRW,
3C6UR5FJXJG302209,Call for Pricing,R2367A,111589,Crew,4x4,Gasoline,Automatic,Granite Crystal Metallic Clearcoat,Laramie,SRW,
1FTEW1E56LFA73146,38410.0,R0046,38024,SuperCrew,4x4,Flex Fuel,Automatic,Velocity Blue M,XLT,SRW,
1FTFW1E81MKD41771,44558.0,LF21054,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,XLT,SRW,
1FTER4FH8MLD04018,32910.0,LF21063,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,XL,SRW,
1FTEW1E43LKD11601,40995.0,R0029,30988,SuperCrew,4x4,Gasoline,Automatic,Oxford White,XLT,SRW,
1FTFW1ET5CFB98206,23900.0,LF21071A,118662,Super,4x4,Gasoline,Automatic,Ingot Silver Me,Base,SRW,
1C6SRFHT6MN602496,67505.0,R2338,,Crew,4x4,Gasoline,8-Speed Automatic 8HP75 Transmission,Billet Silver,LIMITED CREW CAB 4X4 5'7 BOX,SRW,
1C6SRFFT3MN566219,47025.0,R3040,,Crew,4x4,Gasoline,8-Speed Automatic 8HP75 Transmission,Bright White,BIG HORN CREW CAB 4X4 5'7 BOX,SRW,
1C6SRFBT5MN572335,43705.0,R3005,,Quad,4x4,Gasoline,8-Speed Automatic 8HP75 Transmission,Bright White,BIG HORN QUAD CAB 4X4 6'4 BOX,SRW,
1FTFW1E58MFA54202,42894.0,LF21014,,SuperCrew,4x4,Flex Fuel,Automatic,Blue,XLT,SRW,
3TMCZ5AN9HM046400,Call for Pricing,R0119,34207,Double,4x4,Gasoline,Automatic,,SR5 V6 4x4 Double Cab 127.4 in. ,,
1FTER4FH6KLA51598,32988.0,R0106,25477,SuperCrew,4x4,Gasoline,Automatic,Magnetic Metall,XLT,SRW,
1C6SRFJT0MN700904,51805.0,R3020,,Crew,4x4,Gasoline,8-Speed Automatic 8HP75 Transmission,Olive Green Pearlcoat,LARAMIE CREW CAB 4X4 5'7 BOX,SRW,
3C6UR5FL2LG117463,80135.0,R1981,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Hydro Blue Pearlcoat,LARAMIE CREW CAB 4X4 6'4 BOX,SRW,
1FTFW1E8XMFA91360,44079.0,LF21058,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,XLT,SRW,
1C6SRFJT9MN700903,51805.0,R3024,,Crew,4x4,Gasoline,8-Speed Automatic 8HP75 Transmission,Diamond Black Crystal Pearlcoat,LARAMIE CREW CAB 4X4 5'7 BOX,SRW,
1FTFX1E44KKE96211,Call for Pricing,R3015A,8885,Super,4x4,,Automatic,,,SRW,
1FTEW1E57LKD28359,45788.0,R0033,23333,SuperCrew,4x4,Flex Fuel,Automatic,Oxford White,Lariat,SRW,
1FTER4FH0MLD24411,32870.0,W21182,,SuperCrew,4x4,Gasoline,Automatic,Cactus,XL,SRW,
1C6SRFJT8MN638264,51850.0,R3012,,Crew,4x4,Gasoline,8-Speed Automatic 8HP75 Transmission,Delmonico Red Pearlcoat,LARAMIE CREW CAB 4X4 5'7 BOX,SRW,
1FTEW1E53JFC47350,38274.0,R0105,40322,SuperCrew,4x4,Gasoline,Automatic,BROWN,XLT,SRW,
1FTFW1E88MKD23364,44385.0,LF21018,,SuperCrew,4x4,Gasoline,Automatic,Black,XLT,SRW,
3C6UR5DL7MG584821,61065.0,R3061,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Billet Silver,BIG HORN CREW CAB 4X4 6'4 BOX,SRW,
3C6UR5FL2MG591477,64885.0,R3049,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Patriot Blue Pearlcoat,LARAMIE CREW CAB 4X4 6'4 BOX,SRW,
3C63R3JL4MG566443,93065.0,R2378,,Crew,4x4,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Granite Crystal,LARAMIE CREW CAB 4X4 8' BOX,SRW,
3C63R3JL8MG592611,69630.0,R3053,,Crew,4x4,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Granite Crystal,LARAMIE CREW CAB 4X4 8' BOX,SRW,
3C6UR5FL7MG591474,64885.0,R3035,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Delmonico Red Pearlcoat,LARAMIE CREW CAB 4X4 6'4 BOX,SRW,
1C6SRFBT7MN682433,41475.0,R3056,,Quad,4x4,Gasoline,8-Speed Automatic 8HP75 Transmission,Billet Silver,BIG HORN QUAD CAB 4X4 6'4 BOX,SRW,
3C6UR5FLXMG591484,75905.0,R3045,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Granite Crystal,LARAMIE CREW CAB 4X4 6'4 BOX,SRW,
3C63RRGL7MG588561,63295.0,R3037,,Crew,4x4,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Bright White,TRADESMAN CREW CAB 4X4 8' BOX,DRW,
3C6UR5FL9MG591475,64985.0,R3066,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Granite Crystal,LARAMIE CREW CAB 4X4 6'4 BOX,SRW,
1FT8W2BT6MED25412,84145.0,LF21086,,Crew,4x4,Biodiesel,Automatic,LITHIUM GRAY,Base,SRW,
3C6UR5FL0MG591476,64985.0,R3047,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Granite Crystal,LARAMIE CREW CAB 4X4 6'4 BOX,SRW,
1C6SRFLM0MN698772,66270.0,R3032,,Crew,4x4,Diesel,8-Speed Automatic 8HP75 Transmission,Granite Crystal,REBEL CREW CAB 4X4 5'7 BOX,SRW,
3C63RRGL9MG588562,63495.0,R3058,,Crew,4x4,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Granite Crystal,TRADESMAN CREW CAB 4X4 8' BOX,DRW,
3C6UR5DL6MG561398,63890.0,R3060,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Delmonico Red Pearlcoat,BIG HORN CREW CAB 4X4 6'4 BOX,SRW,
1FT7W2BT2LED04678,58349.0,R0109,14694,Crew,4x4,Biodiesel,Automatic,WHITE,Base,SRW,
3C63R3JL6MG592610,68885.0,R3064,,Crew,4x4,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Bright White,LARAMIE CREW CAB 4X4 8' BOX,SRW,
3C6UR5DL2MG584824,61065.0,R3030,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Granite Crystal,BIG HORN CREW CAB 4X4 6'4 BOX,SRW,
1C6RR7FT6ES119830,23165.0,W21025A,94787,Quad,4x4,Gasoline,Automatic,Bright Silver M,Tradesman/Express 4x4 Quad Cab 1,SRW,
1FTEW1EP8MFB63224,41585.0,LF21082,,SuperCrew,4x4,Gasoline,Automatic,Gray,XL,SRW,
3TMDZ5BN8LM088164,Call for Pricing,R3028A,20147,,4x4,Gasoline,Automatic,,TRD Offroad,,
1FT8W3DT0GEC43943,50995.0,R0085,31692,Crew,4x4,Biodiesel,Automatic,RED,XLT,DRW,
1FTFW1E83MKD83133,58308.0,LF21066,,SuperCrew,4x4,Gasoline,Automatic,ANTIMATTER BLUE,Base,SRW,
1C6SRFMT7MN696328,48580.0,R3062,,Crew,4x4,Gasoline,8-Speed Automatic 8HP75 Transmission,Billet Silver,BIG HORN CREW CAB 4X4 6'4 BOX,SRW,
3C6UR5DL4MG584825,61065.0,R3031,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Granite Crystal,BIG HORN CREW CAB 4X4 6'4 BOX,SRW,
1C6SRFMT9MN696329,48580.0,R3043,,Crew,4x4,Gasoline,8-Speed Automatic 8HP75 Transmission,Granite Crystal,BIG HORN CREW CAB 4X4 6'4 BOX,SRW,
1FTER4FH7MLD18623,34855.0,LF21076,,SuperCrew,4x4,Gasoline,Automatic,Shadow Black,XLT,SRW,
1FTEW1E49LKD28662,40632.0,R0047,17117,SuperCrew,4x4,Gasoline,Automatic,Iconic Silver M,King Ranch,SRW,
1C6SRFJM3MN663873,60135.0,R3007,,Crew,4x4,Diesel,8-Speed Automatic 8HP75 Transmission,Billet Silver,LARAMIE CREW CAB 4X4 5'7 BOX,SRW,
1FT8W3B66MED71600,47480.0,LF21078,,Crew,4x4,Flex Fuel,Automatic,Oxford White,XL,SRW,
1FTFX1E51MKD83134,45824.0,LF21073,,Super,4x4,Flex Fuel,Automatic,ANTIMATTER BLUE,Base,SRW,
1C6RR7VM9JS245572,Call for Pricing,R2285A,28379,Crew,4x4,Diesel,Automatic,Granite Crystal Metallic Clearcoat,Laramie,SRW,
3C6UR5FL8MG591483,75905.0,R3036,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Billet Silver,LARAMIE CREW CAB 4X4 6'4 BOX,SRW,
3C6UR5FL5MG591473,64985.0,R3033,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Billet Silver,LARAMIE CREW CAB 4X4 6'4 BOX,SRW,
3C6UR5DL2MG561396,63695.0,R3059,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Billet Silver,BIG HORN CREW CAB 4X4 6'4 BOX,SRW,
1FTER4FH1MLD33330,40450.0,LF21056,,SuperCrew,4x4,Gasoline,Automatic,Cactus,XLT,SRW,
1FTFW1E55MKD56652,52091.0,LF21075,,SuperCrew,4x4,Flex Fuel,Automatic,GUARD METALLIC,Base,SRW,
3C6UR5CL3MG545239,57165.0,R3003,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Granite Crystal,TRADESMAN CREW CAB 4X4 6'4 BOX,SRW,
3C6UR5FL6MG591482,75805.0,R3034,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Delmonico Red Pearlcoat,LARAMIE CREW CAB 4X4 6'4 BOX,SRW,
3C63R3JLXMG592612,69630.0,R3051,,Crew,4x4,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Maximum Steel,LARAMIE CREW CAB 4X4 8' BOX,SRW,
1FT8W3BN0MED40849,48435.0,LF21079,,Crew,4x4,Gasoline,Automatic,Oxford White,XL,SRW,
3C63RRGL5MG588560,63495.0,R3046,,Crew,4x4,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Billet Silver,TRADESMAN CREW CAB 4X4 8' BOX,DRW,
1C6RR7LM7FS687826,Call for Pricing,B4271A,104508,Crew,4x4,Diesel,Automatic,Bright White Clearcoat,Big Horn,SRW,
1FTEW1EPXMFB63225,40945.0,LF21083,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,XL,SRW,
1FT8W2BT8MED40848,68350.0,LF21065,,Crew,4x4,Biodiesel,Automatic,Oxford White,Base,SRW,
1FTFW1E52MFB00851,68351.0,LF21061,,SuperCrew,4x4,Flex Fuel,Automatic,Star White Meta,Base,SRW,
3C6UR5FL1MG591485,75805.0,R3048,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Patriot Blue Pearlcoat,LARAMIE CREW CAB 4X4 6'4 BOX,SRW,
3C6UR5FL0MG561393,65115.0,R2390,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Delmonico Red Pearlcoat,LARAMIE CREW CAB 4X4 6'4 BOX,SRW,
3C6UR5DL0MG584823,60965.0,R3022,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Delmonico Red Pearlcoat,BIG HORN CREW CAB 4X4 6'4 BOX,SRW,
1FTEW1EB5JKC86227,28900.0,R0078,109639,SuperCrew,4x4,Flex Fuel,Automatic,,XLT,SRW,
1FT8W3BT0EEA79531,38870.0,R0100,146133,Crew,4x4,Biodiesel,Automatic,White Platinum,Base,SRW,
1FTEW1EP5JKD23059,Call for Pricing,R2372A,50412,SuperCrew,4x4,Gasoline,Automatic,Green,,SRW,
3C63R3JLXMG592609,69085.0,R3052,,Crew,4x4,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Billet Silver,LARAMIE CREW CAB 4X4 8' BOX,SRW,
3C63R3RL4MG537299,88995.0,537299,,Crew,4x4,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Maximum Steel,LIMITED CREW CAB 4X4 8' BOX,SRW,
3C6UR5DLXMG584828,61065.0,R3021,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,RV Match Walnut Brown,BIG HORN CREW CAB 4X4 6'4 BOX,SRW,
3C63R3HL8MG597135,63800.0,R3054,,Crew,4x4,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Bright White,BIG HORN CREW CAB 4X4 8' BOX,SRW,
5TFBV54117X022259,Call for Pricing,R3050A,142315,Double,4x4,Gasoline,Automatic,Silver,SR5,,
1GCPTCE13M1144988,39862.0,LL2860,,Crew,4x4,Diesel,6-Speed Automatic,Summit White,4WD LT,SRW,36
1GCRTEE1XM1243456,52270.0,LL6310,,Extended,4x4,Diesel,6-Speed Automatic,Satin Steel Metallic,4WD ZR2,SRW,36
1GCPYCEL0MZ289796,45320.0,LL6970,,Crew,4x4,Gasoline,10-Speed Automatic,Black,Custom Trail Boss,SRW,
3GCUYDET6MG257928,49360.0,LL6240,,Crew,4x4,Diesel,10-Speed Automatic,Summit White,LT,SRW,
3GCUYDED4MG285946,46948.0,LL6880,,Crew,4x4,Gasoline,8-Speed Automatic,Black,LT,SRW,
3GCUYEED0LG254441,48987.0,LL4711,6182,Crew,4x4,Gasoline,8-Speed Automatic,Shadow Gray Metallic,RST,SRW,33
1GCUYHEL9MZ272219,60792.0,LL6480,,Crew,4x4,Gasoline,10-Speed Automatic,Iridescent Pearl Tricoat,High Country,SRW,
1C6SRFTT4KN599506,44987.0,CH310,33247,Crew,4x4,Gasoline,8-Speed Automatic w/OD,White,Rebel,SRW,
1C6RRFFG5KN878105,35987.0,LL1101,15608,Crew,4x4,Hybrid,8-Speed Automatic w/OD,Bright White Clearcoat,Big Horn/Lone Star,SRW,
1GCUYHED9MZ291443,59105.0,LL7060,,Crew,4x4,Gasoline,10-Speed Automatic,Satin Steel Metallic,High Country,SRW,
1FTEW1EG6GFD26246,36487.0,CH330,42675,SuperCrew,4x4,Gasoline,6-Speed Automatic w/OD,Oxford White,XLT,SRW,
3GCUYDED2MG284469,46788.0,LL6870,,Crew,4x4,Gasoline,8-Speed Automatic,Northsky Blue Metallic,LT,SRW,
1GT12REY3KF211811,65987.0,CH660,32008,Crew,4x4,Diesel,6-Speed Automatic,Summit White,SLT,SRW,42
1C6SRFFT3KN823747,35987.0,LL1601,53976,Crew,4x4,Gasoline,8-Speed Automatic w/OD,Diamond Black Crystal Pearlcoat,Big Horn/Lone Star,SRW,
1GCUYEED4KZ133555,44587.0,CH250,42236,Crew,4x4,Gasoline,8-Speed Automatic,Iridescent Pearl Tricoat,RST,SRW,33
1GCPYBEK5MZ277449,35591.0,1379,,Crew,4x4,Gasoline,8-Speed Automatic,Silver Ice Metallic,Custom,SRW,
1FTFW1E59KFD47426,48587.0,CH410,25646,SuperCrew,4x4,Gasoline,10-Speed Automatic w/OD,Brown,LARIAT,SRW,
1FT8W3B66HED36514,43987.0,CH640,37724,Crew,4x4,Gasoline,6-Speed Automatic w/OD,White,XLT,SRW,56
1C6RR7NT2JS179891,37987.0,CH430,51071,Crew,4x4,Gasoline,8-Speed Automatic w/OD,Granite Crystal Metallic Clearcoat,Laramie,SRW,
1GCPYFED4LZ300307,52987.0,CH720,20917,Crew,4x4,Gasoline,10-Speed Automatic,Satin Steel Metallic,LT Trail Boss,SRW,42
1GT42WEY2KF146526,69587.0,CH130,10490,Crew,4x4,Diesel,6-Speed Automatic,Dark Slate Metallic,Denali,SRW,42
3GCPYFED8MG286574,52331.0,LL6860,,Crew,4x4,Gasoline,10-Speed Automatic,Red Hot,LT Trail Boss,SRW,
1GCPYFEL6MZ276231,54806.0,1385,,Crew,4x4,Gasoline,10-Speed Automatic,Cherry Red Tintcoat,LT Trail Boss,SRW,
1FTEX1EP5FKD71519,24987.0,CH450,110756,Super,4x4,Gasoline,6-Speed Automatic w/OD,Red,XLT,SRW,
1GC4YPEY4MF223520,65978.0,LL6320,,Crew,4x4,Diesel,10-Speed Automatic,Northsky Blue Metallic,LTZ,SRW,
1FT8W3B64KED20383,49987.0,CH710,31291,Crew,4x4,Gasoline,6-Speed Automatic w/OD,Oxford White,XLT,SRW,56
1C6RR7FT2GS177727,27987.0,CH540,62725,Quad,4x4,Gasoline,8-Speed Automatic w/OD,Bright White Clearcoat,Tradesman,SRW,
1GCGTEEN1L1217708,44587.0,CH620,4509,Crew,4x4,Gasoline,8-Speed Automatic,Red Hot,4WD ZR2,SRW,24
1GCPYFED2MZ287185,52108.0,LL6810,,Crew,4x4,Gasoline,10-Speed Automatic,Summit White,LT Trail Boss,SRW,
3GCUYDET5MG234463,49652.0,LL5600,,Crew,4x4,Diesel,10-Speed Automatic,Satin Steel Metallic,LT,SRW,
1GC4YUEY2MF238760,73384.0,LL7070,,Crew,4x4,Diesel,10-Speed Automatic,Summit White,LTZ,,55
3TMCZ5AN2JM164830,34987.0,LL4881,52182,Double,4x4,Gasoline,6-Speed Automatic w/OD,Magnetic Gray Metallic,SR,,
1FTFW1EF2HFA28404,38687.0,CH140,38534,SuperCrew,4x4,Gasoline,6-Speed Automatic w/OD,Ingot Silver Metallic,Lariat,SRW,
1GC4YPEY5MF238754,70007.0,LL6820,,Crew,4x4,Diesel,6-Speed Automatic,Cherry Red Tintcoat,LTZ,SRW,
1GCPYFED3MZ283677,52078.0,LL6750,,Crew,4x4,Gasoline,10-Speed Automatic,Shadow Gray Metallic,LT Trail Boss,SRW,
1GCPTEE13M1168994,46273.0,LL2460,,Crew,4x4,Diesel,6-Speed Automatic,Black,4WD ZR2,SRW,24
1GTV2LECXJZ329788,34987.0,CH340,33285,Double,4x4,Gasoline,6-Speed Automatic,Summit White,Work Truck,SRW,42
1FTEW1EG0JFD20899,35487.0,CH200,44387,SuperCrew,4x4,Gasoline,,Blue,XLT,SRW,
1GCPYFEL9MZ274229,56670.0,1386,,Crew,4x4,Gasoline,10-Speed Automatic,Black,LT Trail Boss,SRW,
1C6RR7VTXHS663933,33987.0,CH480,88474,Crew,4x4,Gasoline,8-Speed Automatic w/OD,Bright White Clearcoat,Laramie,SRW,
3GCPYFED5MG290212,52370.0,LL6850,,Crew,4x4,Gasoline,10-Speed Automatic,Northsky Blue Metallic,LT Trail Boss,SRW,
3GCUYEED2MG286020,47970.0,LL6910,,Crew,4x4,Gasoline,8-Speed Automatic,Northsky Blue Metallic,RST,SRW,
1FTEW1EG1JFA74476,47987.0,CH370,53419,SuperCrew,4x4,Gasoline,10-Speed Automatic w/OD,White,Platinum,SRW,
1GT49TE71LF232574,62987.0,CH790,7980,Crew,4x4,Gasoline,6-Speed Automatic,Summit White,SLE,,55
5TFDY5F1XKX820572,44987.0,LL5711,42041,Crew,4x4,Gasoline,6-Speed Automatic w/OD,Cement Gray,SR5,,
1GCPYFED1MZ272077,52623.0,LL6400,,Crew,4x4,Gasoline,10-Speed Automatic,Black,LT Trail Boss,SRW,
1GCUYEED2LZ108543,48687.0,UC270,14834,Crew,4x4,Gasoline,8-Speed Automatic,Satin Steel Metallic,RST,SRW,42
3GCUYDET3MG269227,46895.0,LL6350,,Crew,4x4,Diesel,10-Speed Automatic,Satin Steel Metallic,LT,SRW,
3GCUYDED5MG287141,46360.0,LL6900,,Crew,4x4,Gasoline,8-Speed Automatic,Silver Ice Metallic,LT,SRW,
3GCUYEED9MG278478,47537.0,LL6370,,Crew,4x4,Gasoline,8-Speed Automatic,Summit White,RST,SRW,
1GC4YPEY5MF238656,71577.0,LL6800,,Crew,4x4,Diesel,6-Speed Automatic,Cherry Red Tintcoat,LTZ,SRW,
3GCUYEET4MG269517,49355.0,LL6380,,Crew,4x4,Diesel,10-Speed Automatic,Satin Steel Metallic,RST,SRW,
3GCUYGED3MG222905,52103.0,LL5100,,Crew,4x4,Gasoline,8-Speed Automatic,Oxford Brown Metallic,LTZ,SRW,
3GCUYDED4MG288040,46652.0,LL6890,,Crew,4x4,Gasoline,8-Speed Automatic,Northsky Blue Metallic,LT,SRW,
3GCUKREC4JG131321,37587.0,CH400,61075,Crew,4x4,Gasoline,6-Speed Automatic,Summit White,LT,SRW,33
3GCUKSECXHG141367,39987.0,CH500,73499,Crew,4x4,Gasoline,8-Speed A/T,Iridescent Pearl Tricoat,LTZ,SRW,33
1GCPYCEFXMZ284731,41507.0,LL6790,,Crew,4x4,Gasoline,6-Speed Automatic,Red Hot,Custom Trail Boss,SRW,
1GCUYGEL0MZ277481,57190.0,1384,,Crew,4x4,Gasoline,10-Speed Automatic,Satin Steel Metallic,LTZ,SRW,
1GC4YPEY8MF223570,65865.0,1380,,Crew,4x4,Diesel,10-Speed Automatic,Silver Ice Metallic,LTZ,SRW,
1GC4YPEY4MF225283,72293.0,1378,,Crew,4x4,Diesel,10-Speed Automatic,Summit White,LTZ,SRW,
1GCPYCEF2LZ379914,46987.0,LL6401,9163,Crew,4x4,Gasoline,6-Speed Automatic,Shadow Gray Metallic,Custom Trail Boss,SRW,42
1GTV2MEC1JZ254646,41987.0,CH890,45665,Double,4x4,Gasoline,6-Speed Automatic,Summit White,SLE,SRW,42
1FTEW1EP3FFB27248,26987.0,CH510,118282,SuperCrew,4x4,Gasoline,6-Speed Automatic w/OD,Tuxedo Black Metallic,XLT,SRW,
2GCEK13T441411925,8987.0,LL5202,191012,Crew,4x4,Gasoline,4-Speed HD Automatic w/OD,Dark Gray Metallic,Z71,SRW,
1GT49ME75LF230381,59987.0,CH780,7787,Crew,4x4,Gasoline,6-Speed Automatic,Summit White,SLE,SRW,42
1GCUYDED0LZ201832,44987.0,CH670,31012,Crew,4x4,Gasoline,8-Speed Automatic,Summit White,LT,SRW,33
1GTP9EED6LZ308965,60987.0,CH800,8249,Crew,4x4,Gasoline,10-Speed Automatic,Satin Steel Metallic,AT4,SRW,33
1GT49REY3LF178609,76987.0,CH610,20670,Crew,4x4,Diesel,6-Speed Automatic,Dark Sky Metallic,Denali,SRW,42
3GTU2UEC1FG119637,29987.0,LL5952,95014,Crew,4x4,Gasoline,6-Speed Automatic,Iridium Metallic,SLE,SRW,42
1GC1KSEG3KF255368,55987.0,CH740,12024,Crew,4x4,Flex Fuel,6-Speed Automatic,Silver Ice Metallic,LT,SRW,42
1N6AD0CWXHN777516,26987.0,CH491,29731,King,4x4,Gasoline,5-Speed Automatic w/OD,Gun Metallic,SV V6,,
1GT49PEY3LF135263,77987.0,CH650,29896,Crew,4x4,Diesel,6-Speed Automatic,Dark Sky Metallic,AT4,SRW,42
3GCUKREC3JG188822,38987.0,LL5011,42139,Crew,4x4,Gasoline,6-Speed Automatic,Cajun Red Tintcoat,LT,SRW,33
3GCUKREC3JG234245,38987.0,LL5941,66302,Crew,4x4,Gasoline,6-Speed Automatic,Cajun Red Tintcoat,LT,SRW,42
