VIN,price,Stock #,Mileage,Cab Type,Drivetrain,Fuel Type,Transmission,Color,Vehicle Trim,Rear Wheels,Cab-to-Axle
1FTEW1E8XGKD68211,32851.0,6D68211,65365,SuperCrew,4x4,Flex Fuel,6-Speed Automatic Electronic,Gray,XLT,SRW,
1FTEW1EG7GFB15587,50853.0,6B15587,31020,SuperCrew,4x4,Gasoline,6-Speed Automatic Electronic,White,Limited,SRW,
3GTRKWE31AG269953,17869.0,6269953,150788,Crew,4x4,Flex Fuel,6-Speed Automatic,Silver,SLT,SRW,
1FT7W2BT4JEB01112,58665.0,6B01112,30675,Crew,4x4,Diesel,TorqShift 6-Speed Automatic,Gray,XLT,SRW,56
1FTEW1EP7FFB07326,31964.0,6B07326,78624,SuperCrew,4x4,Gasoline,6-Speed Automatic Electronic,Red,XLT,SRW,
3TMLU4EN4DM110100,27732.0,6110100,126881,Double,4x4,Gasoline,5-Speed Automatic with Overdrive,Gray,Base,,
1GC3YLE70MF211408,43185.0,FCHM374,,Regular,4x4,Gasoline,6-Speed Automatic,White,Work Truck,SRW,
1C6RR7YT6GS395375,37429.0,6395375,68307,Crew,4x4,Gasoline,8-Speed Automatic,Red,Rebel,SRW,
1FTEW1EG5HFC90695,41992.0,6C90695,63500,SuperCrew,4x4,Gasoline,10-Speed Automatic,White,Lariat,SRW,
1FTER4FH6MLD24378,32826.0,5D24378,,SuperCrew,4x4,Gasoline,10-Speed Automatic,Gray,XL,SRW,
1FTEW1EP7LKD53876,44989.0,6D53876,23087,SuperCrew,4x4,Gasoline,10-Speed Automatic,Gray,XLT,SRW,
1GCUYGEL4KZ361252,49706.0,6361252,47774,Crew,4x4,Gasoline,10-Speed Automatic,Silver,LTZ,SRW,33
1N6AA07C18N308873,14756.0,6308873,150810,,4x4,Gasoline,5-Speed Automatic with Tow-Haul Mode,Blue,PRO-4X,,
